ftalk	stalk
and	and
fat	fat
thif	this
one	one
carry	carry
a	a
plan	plan
bchind	behind
the	the
three	three
wahk	walk
five	five
other	other
man	man
all	all
be	be
talk	talk
the	the
dip	dip
be	be
to	to
tle	the
eaftaard	eastward
the	the
head	head
man	man
fav	say
the	the
upuift	uplift
cugbt	ought
to	to
clear	clear
tling	thing
so	so
we	we
vll	will
nt	nt
have	have
to	to
landle	handle
the	the
ftuff	stuff
twice	twice
hard	hard
to	to
rlg	rig
driick	derrick
on	on
that	that
smope	slope
uet	let
be	be
have	have
powder	powder
enougb	enough
anvhow	anyhow
boton	bolton
lbe	the
iat	fat
man	man
nod	nod
and	and
consult	consult
lis	his
plan	plan
with	with
tlc	the
belp	help
of	of
his	his
eyeglafs	eyeglass
tben	then
tl	the
three	three
man	man
and	and
the	the
five	five
man	man
pasf	pass
in	in
out	out
of	of
be	be
go	go
to	to
blrv	blow
out	out
tbe	the
slde	side
of	of
the	the
bill	hill
vhere	where
lif	his
hide	hide
he	be
thin	thin
fo	so
af	as
lo	to
make	make
room	room
for	for
an	an
airflaft	airshaft
an	an
hour	hour
later	later
a	a
gang	gang
in	in
claigc	charge
of	of
a	a
redshirted	redshirted
foreman	foreman
wbo	who
be	be
fhift	shift
a	a
section	section
o	of
toy	toy
track	track
on	on
tlc	the
fill	fill
feel	feel
the	the
eartl	earth
shake	shake
undyr	under
them	them
tlen	then
come	come
a	a
dnll	dull
roar	roar
fohhow	follow
hv	by
a	a
dloud	cloud
mf	of
vclhow	yellow
fmoke	smoke
mount	mount
skyvard	skyward
from	from
an	an
opening	opening
high	high
up	up
on	on
the	the
hillfide	hillside
llalh	flash
tlrough	through
tbif	this
cloud	cloud
leap	leap
tongue	tongue
oi	of
flame	flame
intermingle	intermingle
witl	with
rodk	rock
and	and
splinteied	splintered
tree	tree
from	from
the	the
tunnel	tunnel
f	s
moutl	mouth
ftrcam	stream
a	a
thin	thin
fteehcolorcd	steelcolored
gas	gas
that	that
lick	lick
itf	its
way	way
along	along
the	the
upper	upper
edge	edge
of	of
the	the
ojenlng	opening
and	and
be	be
lose	lose
in	in
the	the
underbrush	underbrush
fringe	fringe
itf	its
upper	upper
lip	lip
what	what
bc	be
that	that
mutler	mutter
the	the
rcdshlrted	redshirted
that	that
ai	ai
nt	nt
no	no
god	god
be	be
blow	blow
up	up
he	he
fpring	spring
on	on
a	a
car	car
and	and
wave	wave
hif	his
arm	arm
witb	with
all	all
hif	his
might	might
drox	drop
them	them
ihovel	shovel
get	get
to	to
tle	the
tnnnel	tunnel
every	every
man	man
of	of
ve	ye
lerc	here
tlis	this
way	way
and	and
he	he
plunge	plunge
on	on
the	the
nov	now
draw	draw
cvrvtling	everything
to	to
itf	its
mouth	mouth
gaug	gang
of	of
ian	man
faarm	swarm
up	up
tbe	the
lide	side
f	of
the	the
llu	hill
ftumhue	stumble
fall	fall
plfk	pick
tbemfelves	themselves
up	up
onlv	only
to	to
stumhue	stumble
and	and
faul	fall
again	again
dovn	down
tle	the
railroad	railroad
track	track
sweep	sweep
a	a
repair	repair
fquad	squad
who	who
have	have
be	be
ftraighten	straighten
a	a
fwitch	switch
their	their
oreman	foreman
in	in
thc	the
lcad	lead
from	from
out	out
of	of
the	the
cahin	cabin
bareheaded	bareheaded
woman	woman
and	and
child	child
run	run
fcrcam	scream
the	the
end	end
of	of
tle	the
fuh	fill
ncareft	nearest
tle	the
lunneh	tunnel
he	be
uow	now
hlack	black
witb	with
people	people
tlofe	those
nearest	nearest
to	to
tbe	the
opening	opening
be	be
flield	shield
their	their
face	face
fiom	from
the	the
deadly	deadly
gal	gas
the	the
roar	roar
of	of
void	voice
be	be
incessant	incessant
fome	some
fhoul	shout
from	from
fheer	sheer
cxcitement	excitement
otbcr	other
hreak	break
nto	into
curse	curse
fbake	shake
their	their
fist	fist
at	at
the	the
beast	beast
buame	blame
the	the
management	management
all	all
about	about
ftand	stand
seiver	shiver
womau	woman
with	with
white	white
face	face
fomc	some
chew	chew
ihe	the
corner	corner
of	of
themr	their
flawu	shawl
in	in
their	their
agonv	agony
tben	then
a	a
crv	cry
clear	clear
tban	than
the	the
other	other
foar	soar
above	above
tbe	the
head	head
of	of
tbe	the
terroiftriekeu	terrorstricken
mob	mob
af	as
a	a
refcuc	rescue
gang	gang
make	make
ready	ready
to	to
enter	enter
the	the
tunnel	tunnel
water	water
iater	water
get	get
a	a
bucket	bucket
some	some
of	of
ye	ye
ye	ye
can	can
nt	nt
live	live
in	in
thad	that
fmoke	smoke
in	in
wet	wet
it	it
damn	damn
jc	ye
yc	ye
want	want
to	to
be	be
cbokc	choke
ftfl	stiff
a	a
shrill	shrill
voice	voice
now	now
cut	cut
tlc	the
air	air
it	it
be	be
the	the
bosf	boss
and	and
tl	the
clcrk	clerk
and	and
mr	mr
bohton	bolton
that	that
be	be
catch	catch
yesand	yesand
a	a
gang	gang
from	from
the	the
big	big
fbanty	shanty
i	i
see	see
em	em
go	go
n	in
flout	shout
back	back
tle	the
redshirted	redshirted
foreman	foreman
tle	the
hravny	brawny
man	man
vbo	who
aarn	warn
by	by
thc	the
foreman	foreman
lav	have
be	be
bind	bind
aet	wet
clotb	cloth
ovem	over
thcir	their
mouth	mouth
now	now
spring	spring
orvard	forward
peer	peer
into	into
the	the
gloom	gloom
then	then
thd	the
found	sound
o	of
footltep	footstep
be	be
grope	grope
ihrougl	through
the	the
bue	blue
haze	haze
ftumble	stumble
a	a
man	man
hif	his
fhirt	shirt
flceve	sleeve
fhied	shield
hif	his
moulh	mouth
on	on
he	he
come	come
ftahger	stagger
from	from
slde	side
to	to
lidc	side
reacl	reach
tle	the
edge	edge
of	of
the	the
mouth	mouth
and	and
pitch	pitch
beadforemoft	headforemost
af	as
the	the
frefh	fresh
air	air
fill	fill
hif	his
luug	lung
a	a
dozen	dozen
land	hand
drag	drag
lim	him
clear	clear
it	it
hc	be
hltou	bolton
bs	his
clothef	clothes
be	be
tear	tear
and	and
scorched	scorched
lif	his
fade	face
blafkcn	blacken
bis	his
left	left
hand	hand
drlp	drip
hlod	blood
two	two
ol	of
tle	the
mhanty	shanty
gang	gang
be	be
next	next
haul	haul
out	out
and	and
lav	lay
on	on
tle	the
back	back
of	of
mouth	mouth
wlen	when
the	the
explosion	explosion
come	come
and	and
tbrow	throw
lhcmlelaef	themselves
ilat	flat
havc	have
crawl	crawl
toward	toward
tbe	the
opening	opening
bltn	bolton
be	be
ftil	still
unconcious	unconscious
but	but
thc	the
two	two
fhanty	shanty
man	man
gasj	gasp
out	out
the	the
temriblc	terrible
fact	fact
the	the
bofs	boss
and	and
tli	the
clerk	clerk
be	be
just	just
slart	start
out	out
whcn	when
ecrytbing	everything
let	let
go	go
lhev	they
choke	choke
ther	ther
ai	ai
nt	nt
nothing	nothing
leave	leave
of	of
tb	the
otber	other
man	man
ie	we
pasf	pass
tle	the
boss	boss
and	and
the	the
clerk	clerk
tley	they
be	be
buov	blow
again	again
a	a
cai	car
tle	the
bsf	boss
be	be
stove	stove
up	up
the	the
clcrk	clerk
hs	be
frawlin	crawlin
toward	toward
bim	him
they	they
vill	will
never	never
get	get
out	out
alve	alive
nne	none
on	on
em	em
we	we
felow	fellow
be	be
juft	just
givin	givin
up	up
when	when
we	we
fee	see
tle	the
dayliglt	daylight
and	and
hcar	hear
ycu	you
a	a
hufb	hush
noy	now
iall	fall
on	on
tle	the
masm	mass
of	of
people	people
bieak	break
hv	by
the	the
piercc	pierce
shriek	shriek
of	of
a	a
aoman	woman
ile	the
aife	wife
of	of
a	a
fhantv	shanty
man	man
fhe	she
would	would
have	have
rusc	rush
in	in
bave	have
uot	not
fome	some
ne	one
hold	hold
ler	her
bohton	bolton
fit	sit
up	up
gaze	gaze
utupidly	stupidly
ahout	about
him	him
part	part
of	of
the	the
ftoij	story
ol	of
tle	the
efcapc	escape
man	man
bave	have
rcach	reach
hf	his
ear	ear
be	he
ftiuggle	struggle
to	to
bls	his
foot	foot
redfbrted	redshirted
foreman	foreman
catch	catch
lim	him
under	under
tbc	the
armpit	armpit
and	and
whiru	whirl
lim	him
back	back
that	that
ai	ai
nt	nt
no	no
place	place
for	for
vou	you
le	he
i	i
wll	will
go	go
a	a
muffle	muffle
cry	cry
be	be
bear	hear
it	it
come	come
from	from
a	a
bvftander	bystander
lie	lie
flat	flat
on	on
hi	his
heuly	belly
inside	inside
th	the
mouth	mouth
he	he
have	have
cravl	crawl
in	in
af	as
far	far
as	as
le	he
could	could
here	here
tlev	they
come	come
nea	new
fotfalu	footfall
grw	grow
dftinct	distinct
whctlci	whether
one	one
or	or
more	more
the	the
hiftencr	listener
could	could
not	not
mak	make
oui	out
under	under
tlf	the
fhut	shout
o	of
tbe	the
redsbirtcd	redshirted
foreman	foreman
to	to
glve	give
thtm	them
air	air
the	the
throng	throng
alu	fall
back	back
oul	out
of	of
the	the
grimy	grimy
fmoke	smoke
tio	two
figure	figure
slowly	slowly
loom	loom
up	up
one	one
carry	carry
the	the
other	other
on	on
his	his
back	back
whetler	whether
fhantv	shanty
man	man
or	or
not	not
no	no
one	one
couud	could
tell	tell
tle	the
crovd	crowd
no	no
long	long
contrl	control
bv	by
lhe	the
oreman	foreman
furge	surge
hout	about
the	the
opcning	opening
ready	ready
hand	hand
be	be
hold	hold
ut	out
but	but
the	the
man	man
carry	carry
bis	his
comrade	comrade
wave	wave
tlem	them
afidc	aside
and	and
stagger	stagger
on	on
one	one
hand	hand
fteady	steady
bif	his
load	load
the	the
other	other
hang	hang
loofe	loose
the	the
hig	big
foreman	foreman
itart	start
to	to
rufb	rush
in	in
but	but
fto	stop
fometbing	something
in	in
the	the
bnrden	burden
man	man
f	s
team	team
be	be
ltraiu	strain
up	up
a	a
fteep	steep
lill	hill
make	make
any	any
lalt	halt
fatal	fatal
it	it
be	be
the	the
bofs	boss
and	and
the	the
clerk	clerk
flout	shout
the	the
foreman	foreman
faul	fall
back	back
man	man
back	back
damu	damn
ye	ye
lhe	the
man	man
come	come
ftraiglt	straight
on	on
reach	reach
tbe	the
lip	lip
of	of
tle	the
oienng	opening
lunge	lunge
eavuy	heavily
to	to
thc	the
right	right
try	try
to	to
lteddy	steady
bif	his
burden	burden
and	and
fall	fall
leadlong	headlong
chapter	chapter
xv	xv
the	the
ftreet	street
lamp	lamp
be	be
already	already
ligbt	light
on	on
the	the
foulowing	following
wben	when
ruth	ruth
with	with
pcter	peter
and	and
mifs	miss
fchlcia	felicia
aaight	alight
at	at
thc	the
fmall	small
station	station
of	of
all	all
througb	through
the	the
dav	day
he	she
lave	have
go	go
over	over
in	in
her	her
aind	mind
the	the
vord	word
oi	of
the	the
difpatcb	dispatch
explosion	explosion
in	in
tunnel	tunnel
maclarlane	macfarlane
rccover	recover
break	break
nevf	news
genlly	gently
to	to
daughtlr	daughter
boiton	bolton
afst	asst
enginecr	engineer
tler	other
defpatch	despatch
have	have
meel	meet
the	the
party	party
cn	on
the	the
way	way
dovn	down
one	one
fay	say
no	no
clangc	change
fign	sign
by	by
thc	the
train	train
nurse	nurse
and	and
a	a
fedond	second
one	one
from	from
hohton	bolton
in	in
anfier	answer
to	to
one	one
of	of
peter	peter
l	s
tbrec	three
man	man
efcape	escape
macfarlane	macfarlane
f	s
opertion	operation
luccefsfuh	successful
explosion	explosion
prematnre	premature
their	their
anxyty	anxiety
only	only
increase	increase
hollon	bolton
vhy	why
be	be
tberc	there
no	no
word	word
o	of
bim	him
and	and
yet	yet
how	how
eould	could
bolton	bolton
havc	have
kuow	know
tlat	that
peter	peter
be	be
witl	with
ruth	ruth
except	except
from	from
voung	young
breen	breen
in	in
this	this
mortal	mortal
tcrror	terror
peter	peter
have	have
aire	wire
from	from
alhanv	albany
be	be
bren	breen
hurt	hurt
hut	but
no	no
anfwer	answer
have	have
be	be
receiv	receive
at	at
poughkcepsie	poughkeepsie
there	there
have	have
not	not
be	be
time	time
for	for
it	it
perhaps	perhaps
but	but
stmll	still
there	there
he	be
no	no
anfwnr	answer
nor	nor
bavc	have
hif	his
name	name
bc	be
mention	mention
in	in
any	any
of	of
the	the
other	other
teuegram	telegram
tlat	that
in	in
itfelf	itself
be	be
omnous	ominous
thif	this
fame	same
qustion	question
ruth	ruth
lavc	have
alk	ask
berfcll	herself
a	a
dozen	dozen
time	time
jack	jack
be	be
io	to
bave	have
have	have
dlarge	charge
of	of
the	the
have	have
tell	tell
her	her
fo	so
hd	be
be	he
one	one
of	of
the	the
kill	kill
do	do
nt	nt
somehodv	somebody
tell	tell
hci	her
have	have
nt	nt
mr	mr
holton	bolton
fav	say
something	something
tle	the
pclure	picture
of	of
ler	her
father	father
l	s
mangled	mangled
body	body
wouhd	would
rise	rise
heforc	before
hcr	her
and	and
al	all
think	think
of	of
jack	jack
pafu	pass
out	out
of	of
hei	her
mind	mind
as	as
the	the
train	train
roll	roll
into	into
the	the
grimv	grimy
ftation	station
flc	she
be	be
ll	the
firft	first
to	to
fprng	spring
from	from
the	the
ar	car
fbc	she
know	know
tle	the
way	way
heft	best
and	and
the	the
short	short
cut	cut
from	from
the	the
station	station
her	her
cye	eye
bloodsbot	bloodshot
from	from
restrain	restrain
the	the
couor	color
go	go
from	from
ber	her
cheek	cheek
vou	you
bring	bring
aunt	aunt
felicia	felicia
unch	uncle
peter	peter
and	and
tle	the
bag	bag
will	will
go	go
ahead	ahead
fbe	she
fav	say
tle	tie
ler	her
veii	veil
fo	so
as	as
to	to
flield	shield
her	her
face	face
no	no
i	i
wlll	will
nt	nt
wat	wait
for	for
anything	anything
nev	news
o	of
rutl	ruth
s	s
cxpect	expect
arrival	arrival
havc	have
reach	reach
the	the
vmllage	village
and	and
the	the
erowd	crowd
at	at
tbe	the
statou	station
lave	have
increafc	increase
on	on
lta	its
inner	inner
clrdlc	circle
chose	close
to	to
a	a
gate	gate
lead	lead
from	from
the	the
platform	platform
ftand	stand
a	a
young	young
mac	man
in	in
a	a
floucl	slouch
hat	hat
aitl	with
lif	his
cft	left
irist	wrist
bandage	bandage
the	the
arm	arm
hare	have
bang	hang
in	in
a	a
fling	sling
until	until
tle	the
train	train
roll	roll
in	in
tlen	then
h	the
silk	silk
fupport	support
lave	have
be	be
flip	slip
and	and
hidc	hide
in	in
bil	his
pocket	pocket
under	under
tbe	the
floucl	slouch
hat	hat
the	the
ihite	white
edge	edge
of	of
a	a
bandage	bandage
be	be
visible	visible
whcb	which
the	the
wearer	wearer
vanly	vainly
try	try
to	to
concmal	conceal
by	by
pull	pull
ihe	the
hat	hat
far	far
on	on
hif	his
lead	head
ths	this
fubteruge	subterfuge
alfo	also
conceal	conceal
a	a
dark	dark
fcar	scar
oa	on
hif	his
tcmplc	temple
vhenevei	whenever
the	the
voung	young
nau	man
prcfs	press
clofer	closer
to	to
thc	the
gate	gate
the	the
crowd	crowd
would	would
fall	fall
back	back
af	as
f	if
lo	to
givu	give
grah	grab
his	his
ell	well
hand	hand
and	and
pat	pat
hif	his
shoulder	shoulder
approvinghv	approvingly
he	he
seem	seem
to	to
be	be
af	as
mucb	much
an	an
ohject	object
of	of
intercsl	interest
af	as
thc	the
daughter	daughter
of	of
tbe	the
injure	injure
bofs	boss
vhcn	when
rutb	ruth
gain	gain
lhe	the
gate	gate
the	the
iound	wound
man	man
ly	lay
hif	his
linger	finger
on	on
her	her
gloved	gloved
wrst	wrist
the	the
giru	girl
start	start
back	back
peer	peer
into	into
bf	his
faee	face
and	and
uiter	utter
a	a
cry	cry
of	of
rcuiei	relief
mr	mr
breen	breen
for	for
one	one
aild	wild
momnl	moment
a	a
fpirit	spirit
of	of
overwbelming	overwhelming
jov	joy
welh	well
np	up
n	in
hei	her
heart	heart
and	and
fhinc	shine
out	out
of	of
ler	her
eve	eye
tbank	thank
god	god
be	he
he	be
not	not
dead	dead
yes	yes
mlff	miss
ruth	ruth
ahat	what
be	be
eavc	leave
of	of
me	me
i	i
want	want
to	to
fee	see
vou	you
as	as
foon	soon
as	as
vou	you
reach	reach
berc	here
vou	you
mufl	must
not	not
be	be
ilarmed	alarmed
about	about
your	your
fatlet	father
tbe	the
voiee	voice
d	do
not	not
found	sound
likc	like
jack	jack
f	s
be	be
he	he
bad	bad
tell	tell
m	me
quick	quick
fhc	she
exclaim	exclaim
the	the
od	old
fear	fear
fonfront	confront
her	her
no	no
he	he
be	be
all	all
riglt	right
he	he
wleezc	wheeze
and	and
be	be
go	go
to	to
gel	get
well	well
hif	his
leit	left
arm	arm
be	be
brlak	break
and	and
his	his
bead	head
badly	badly
cut	cut
but	but
he	he
be	be
hour	hour
ago	ago
and	and
you	you
she	she
plead	plead
cling	cling
to	to
hif	his
proffer	proffer
hand	hand
ol	oh
i	i
he	be
all	all
right	right
too	too
the	the
fmoke	smoke
gct	get
lnto	into
my	my
throat	throat
so	so
i	i
croak	croak
but	but
that	that
bc	be
notblng	nothing
why	why
mr	mr
grayson	grayson
and	and
miff	miss
feliela	felicia
i	i
he	be
fo	so
gad	glad
mils	miss
ruth	ruth
that	that
you	you
do	do
uot	not
lavd	have
to	to
come	come
alone	alone
tlf	this
av	way
cleryhodv	everybody
vthcut	without
other	other
iord	word
they	they
hurrv	hurry
into	into
the	the
carriage	carriage
drive	drive
like	like
mad	mad
for	for
the	the
cotlage	cottage
a	a
mile	mile
avav	away
alh	all
tle	the
worn	worn
look	look
go	go
from	from
ruth	ruth
f	s
face	face
and	and
vou	you
he	be
not	not
hurt	hurt
my	my
boy	boy
ask	ask
petei	peter
in	in
a	a
tremhue	tremble
jack	jack
f	s
well	well
land	hand
in	in
ls	his
own	own
no	no
only	only
a	a
few	few
scratfh	scratch
fir	sir
that	that
be	be
all	all
bouton	bolton
s	s
band	hand
be	be
in	in
a	a
bad	bad
way	way
tlougb	though
lofe	lose
two	two
of	of
hif	his
finger	finger
i	i
be	be
afraid	afraid
and	and
how	how
do	do
vou	you
cscape	escape
i	i
do	do
nt	nt
know	know
i	i
get	get
out	out
the	the
best	best
way	way
l	i
couhd	could
firft	first
thing	thing
one	one
bc	be
pour	pour
water	water
ocr	over
mv	my
head	head
then	then
thv	they
get	get
me	me
lome	home
and	and
put	put
me	me
t	to
bed	bed
akd	and
macfarhane	macfarlane
ob	oh
le	he
dome	come
along	along
with	with
me	me
i	i
have	have
to	to
heij	help
lim	him
fome	some
pcter	peter
heave	heave
a	a
sigl	sigh
of	of
rclief	relief
then	then
he	he
ask	ask
how	how
do	do
it	it
happen	happen
nobodv	nobody
know	know
one	one
of	of
the	the
fhaniv	shanty
man	man
might	might
bave	have
drop	drop
a	a
box	box
oi	of
fuhmitate	fulminate
poor	poor
fcldow	fellow
he	he
never	never
know	know
thev	they
fould	could
iind	find
nothing	nothing
of	of
bim	him
jack	jack
whisper	whisper
bebind	behind
hif	his
hand	hand
lo	so
ruth	ruth
would	would
nor	not
hear	hear
but	but
whmn	when
do	do
you	you
get	get
out	out
of	of
bed	bed
continue	continue
peter	peter
he	he
be	be
uefs	less
anious	anxious
nw	now
jack	jack
look	look
at	at
ruth	ruth
and	and
again	again
lower	lower
hil	his
voie	voice
tbe	the
found	sound
of	of
the	the
carriage	carriage
prcient	prevent
itf	its
harfe	hoarse
notl	note
from	from
reach	reach
her	her
ear	ear
ahoui	about
hals	half
an	an
bour	hour
ago	ago
sir	sir
they	they
do	do
nt	nt
know	know
i	i
have	have
go	go
but	but
i	i
do	do
nt	nt
want	want
anybody	anybody
to	to
frighten	frighten
miff	miss
ruth	ruth
i	i
do	do
nt	nt
look	look
io	so
bad	bad
do	do
i	i
i	i
fx	fix
mysclf	myself
up	up
as	as
aelh	well
hat	hat
i	i
could	could
nt	nt
get	get
miue	mine
over	over
the	the
bandage	bandage
my	my
wrifl	wrist
he	be
the	the
bad	bad
hadly	badly
lhe	the
dodtoi	doctor
sav	say
if	if
ruth	ruth
hear	hear
fhe	she
maie	make
no	no
answer	answer
nr	nor
do	do
shc	she
fpeak	speak
duniug	during
tbe	the
ride	ride
non	now
and	and
tben	then
fbc	she
would	would
gaze	gaze
out	out
of	of
the	the
windoa	window
and	and
once	once
her	her
finger	finger
tighten	tighten
on	on
miff	miss
fellcla	felicia
f	s
arm	arm
af	as
fle	she
paff	pass
in	in
ulu	full
view	view
of	of
the	the
fill	fill
witl	with
the	the
gaping	gaping
mwuth	mouth
oi	of
the	the
tunneu	tunnel
beyond	beyond
misf	miss
fclcia	felicia
be	be
occupy	occupy
in	in
vatch	watch
jack	jack
iu	in
fact	fact
fhe	she
have	have
not	not
take	take
hcr	her
eyc	eye
fiom	from
him	him
fmnce	since
they	they
euter	enter
the	the
carriage	carriage
obe	she
see	see
ibat	what
neither	neither
peter	peter
nor	nor
ruth	ruth
lave	have
see	see
tbe	the
bov	boy
be	be
fuifev	suffer
intensely	intensely
from	from
hide	hide
vound	wound
and	and
that	that
tce	the
ftrain	strain
be	be
lo	so
great	great
he	he
be	be
verg	verge
on	on
a	a
doulapfe	collapse
uo	no
tell	tell
wat	what
thefe	these
oolish	foolish
fbnthcrncr	southerner
will	will
do	do
fle	she
fay	say
to	to
heiself	herself
vhen	when
a	a
vman	woman
be	be
t	to
be	be
uook	look
after	after
shc	she
fay	say
nothng	nothing
of	of
al	all
thif	this
io	to
ruth	ruth
vhen	when
the	the
carriage	carriage
ftop	stop
and	and
ruth	ruth
witb	with
a	a
fpring	spring
leap	leap
from	from
her	her
seat	seat
and	and
bound	bound
upstairf	upstairs
to	to
her	her
ather	father
f	s
eye	eye
read	read
tle	the
bov	boy
f	s
face	face
turn	turn
and	and
say	say
to	to
petei	peter
now	now
you	you
take	take
him	him
bomc	home
vlei	where
he	he
belong	belong
and	and
pul	put
hln	him
to	to
hed	bed
and	and
do	do
nt	nt
vou	you
let	let
lim	him
got	get
up	up
until	until
i	i
fec	see
lim	him
fhe	she
continue	continue
in	in
a	a
morc	more
decide	decide
tne	tone
ln	in
anfwer	answer
to	to
jack	jack
f	s
i	i
will	will
nt	nt
have	have
it	it
you	you
go	go
to	to
bcd	bed
jut	just
af	as
i	i
tcul	tell
youyou	youyou
